target,hull_energy,gamma,predictions/SynthNN,predictions/PU-CGNF,predictions/PU-CGCNN,predictions/SynCoTrain,predictions/TSDNN
Bi2O1Y6,0.07,1.528,0.006,0.342,0.262,0.899,0.951
Bi2O2Y1,0.189,0.379,0.012,0.066,0.375,0.689,0.99
Bi2O2Y3,0.101,0.814,0.002,0.757,0.492,0.102,0.994
Bi2O4Y5,0.172,0.819,0.0,0.86,0.235,0.179,0.993
Bi2O5Y1,0.012,-0.021,0.58,0.543,0.101,0.065,0.998
Bi2O7Y3,0.177,0.148,0.041,0.265,0.402,0.171,0.998
Bi3O2Y4,0.126,0.929,0.002,0.559,0.727,0.04,0.988
Bi3O2Y7,0.057,1.291,0.003,0.728,0.713,0.202,0.985
Bi3O5Y1,0.149,0.175,0.018,0.504,0.125,0.12,0.991
Bi3O5Y2,0.272,0.309,0.024,0.09,0.027,0.037,0.989
Bi3O7Y1,0.047,0.025,0.585,0.689,0.036,0.208,0.986
Bi4O1Y2,0.194,0.758,0.065,0.035,0.291,0.004,0.984
Bi4O1Y7,0.055,1.303,0.057,0.852,0.828,0.009,0.98
Bi4O2Y7,0.124,1.2,0.008,0.854,0.71,0.017,0.987
Bi4O3Y6,0.184,0.978,0.001,0.68,0.726,0.07,0.99
Bi4O4Y3,0.337,0.533,0.002,0.094,0.413,0.075,0.988
Bi4O5Y1,0.182,0.242,0.031,0.486,0.033,0.32,0.95
Bi4O7Y2,0.153,0.191,0.019,0.252,0.036,0.31,0.979
Bi4O8Y5,0.387,0.41,0.0,0.28,0.053,0.034,0.993
Bi5O4Y3,0.15,0.47,0.001,0.037,0.427,0.652,0.983
Bi5O8Y3,0.308,0.321,0.023,0.111,0.018,0.047,0.984
Bi6O1Y8,0.076,1.187,0.273,0.735,0.868,0.001,0.993
Bi6O7Y4,0.384,0.462,0.027,0.073,0.1,0.096,0.988
Bi6O8Y5,0.476,0.496,0.004,0.127,0.145,0.063,0.99
Bi6O8Y7,0.262,0.573,0.001,0.58,0.257,0.021,0.991
Bi7O3Y6,0.07,0.823,0.008,0.218,0.651,0.001,0.99
Bi7O3Y8,0.103,0.957,0.019,0.406,0.706,0.001,0.985
Bi8O1Y3,0.143,0.744,0.077,0.049,0.556,0.062,0.895
Bi8O5Y7,0.287,0.787,0.007,0.203,0.344,0.002,0.989
Bi8O7Y5,0.295,0.493,0.002,0.045,0.291,0.156,0.99
La1O1Sn1,0.047,0.638,0.023,0.433,0.514,0.535,1.0
La1O1Sn2,0.09,0.835,0.001,0.266,0.54,0.173,1.0
La1O2Sn1,0.19,0.348,0.002,0.164,0.47,0.621,1.0
La1O5Sn3,0.18,0.387,0.053,0.376,0.563,0.658,1.0
La1O6Sn3,0.17,0.282,0.002,0.543,0.504,0.427,0.999
La1O8Sn4,0.214,0.28,0.002,0.576,0.106,0.128,0.988
La2O2Sn3,0.048,0.794,0.009,0.305,0.531,0.399,1.0
La2O5Sn2,0.235,0.242,0.251,0.328,0.343,0.207,1.0
La2O5Sn3,0.18,0.467,0.002,0.118,0.516,0.445,1.0
La2O7Sn3,0.154,0.262,0.209,0.487,0.437,0.216,1.0
La2O8Sn5,0.205,0.371,0.038,0.28,0.261,0.393,0.999
La3O1Sn2,0.044,1.219,0.023,0.942,0.451,0.223,1.0
La3O2Sn7,0.068,0.933,0.007,0.578,0.627,0.224,1.0
La3O4Sn8,0.211,0.815,0.023,0.175,0.427,0.146,0.999
La4O1Sn2,0.0,1.346,0.015,0.945,0.686,0.218,0.999
La4O2Sn3,0.06,1.072,0.025,0.597,0.454,0.19,1.0
La4O2Sn7,0.286,1.047,0.017,0.772,0.295,0.2,1.0
La4O3Sn1,0.051,1.03,0.003,0.847,0.222,0.516,0.996
La4O6Sn3,0.256,0.578,0.125,0.437,0.267,0.308,0.999
La4O7Sn1,0.158,0.268,0.912,0.789,0.126,0.379,0.999
La5O1Sn2,0.0,1.485,0.029,0.465,0.551,0.352,0.998
La5O1Sn3,0.0,1.339,0.029,0.972,0.624,0.019,1.0
La5O4Sn1,0.068,1.023,0.004,0.749,0.174,0.186,0.998
La5O4Sn3,0.109,0.916,0.009,0.912,0.536,0.113,1.0
La5O4Sn6,0.13,0.885,0.015,0.436,0.479,0.182,1.0
La6O4Sn7,0.161,0.958,0.001,0.469,0.447,0.069,1.0
La6O5Sn7,0.19,0.889,0.008,0.427,0.393,0.185,1.0
La6O7Sn5,0.219,0.727,0.037,0.517,0.202,0.171,1.0
La7O1Sn5,0.116,1.357,0.004,0.944,0.65,0.043,1.0
La7O3Sn2,0.0,1.343,0.058,0.637,0.315,0.404,0.996
La7O4Sn3,0.125,1.157,0.046,0.98,0.269,0.077,0.999
La7O4Sn6,0.102,1.016,0.015,0.405,0.349,0.139,1.0
La7O5Sn1,0.043,1.158,0.018,0.642,0.151,0.674,0.995
La7O8Sn1,0.304,0.776,0.005,0.463,0.383,0.623,0.998
La8O1Sn6,0.115,1.353,0.004,0.906,0.634,0.108,1.0
La8O3Sn5,0.242,1.261,0.016,0.967,0.287,0.219,0.999
La8O5Sn6,0.079,0.999,0.003,0.633,0.48,0.253,1.0
La8O6Sn3,0.088,0.997,0.033,0.961,0.329,0.515,0.999
La1O6Si1,0.508,1.173,0.056,0.911,0.049,0.503,1.0
La1O7Si2,0.37,0.451,0.129,0.9,0.67,0.702,1.0
La1O8Si2,0.552,0.853,0.274,0.895,0.439,0.703,1.0
La2O1Si1,0.052,1.488,0.005,0.98,0.397,0.542,1.0
La2O1Si6,0.297,1.688,0.005,0.581,0.688,0.652,1.0
La2O3Si1,0.189,0.794,0.009,0.613,0.206,0.656,1.0
La2O5Si3,0.354,0.917,0.023,0.383,0.223,0.216,1.0
La3O1Si5,0.197,1.67,0.188,0.859,0.58,0.212,1.0
La3O1Si8,0.199,1.697,0.056,0.652,0.755,0.473,1.0
La3O4Si4,0.234,1.251,0.122,0.421,0.55,0.573,1.0
La3O5Si1,0.294,0.586,0.004,0.714,0.56,0.447,1.0
La3O8Si2,0.118,0.153,0.003,0.802,0.339,0.627,1.0
La3O8Si5,0.385,0.94,0.017,0.393,0.461,0.359,1.0
La4O1Si3,0.039,1.666,0.001,0.948,0.582,0.218,1.0
La4O2Si1,0.0,1.451,0.161,0.712,0.141,0.032,0.997
La4O7Si2,0.355,0.734,0.011,0.617,0.457,0.222,1.0
La5O2Si2,0.0,1.558,0.066,0.952,0.329,0.071,0.999
La5O2Si4,0.139,1.586,0.033,0.812,0.186,0.186,1.0
La5O3Si2,0.043,1.389,0.008,0.963,0.28,0.14,0.999
La5O6Si2,0.227,0.949,0.156,0.695,0.313,0.45,1.0
La5O7Si8,0.293,1.31,0.024,0.38,0.399,0.671,1.0
La6O1Si4,0.048,1.744,0.001,0.983,0.678,0.114,1.0
La6O3Si2,0.0,1.455,0.231,0.916,0.311,0.136,0.999
La6O3Si5,0.183,1.545,0.009,0.707,0.394,0.488,1.0
La7O2Si3,0.024,1.67,0.077,0.918,0.285,0.101,0.999
La7O3Si2,0.0,1.521,0.287,0.708,0.171,0.253,0.997
La7O4Si8,0.172,1.531,0.057,0.665,0.238,0.2,1.0
La7O6Si1,0.065,1.054,0.006,0.631,0.166,0.065,0.998
La7O8Si4,0.287,1.106,0.04,0.683,0.172,0.576,1.0
La8O1Si6,0.111,1.777,0.001,0.968,0.707,0.306,1.0
La8O1Si7,0.116,1.757,0.007,0.823,0.568,0.51,1.0
La8O3Si2,0.0,1.58,0.155,0.347,0.143,0.66,0.993
La8O4Si7,0.127,1.529,0.01,0.648,0.328,0.31,1.0
Li1O3Ru2,0.241,0.315,0.034,0.388,0.514,0.885,0.779
Li1O4Ru3,0.34,0.386,0.002,0.159,0.514,0.798,0.886
Li1O5Ru2,0.071,0.218,0.676,0.572,0.465,0.617,0.49
Li1O5Ru3,0.217,0.274,0.037,0.275,0.561,0.986,0.949
Li1O7Ru3,0.047,0.237,0.664,0.636,0.607,0.982,0.962
Li2O4Ru1,0.0,-0.029,0.247,0.228,0.68,0.698,0.875
Li2O4Ru3,0.354,0.367,0.002,0.451,0.535,0.928,0.738
Li2O7Ru3,0.161,0.105,0.977,0.48,0.437,0.878,0.624
Li2O7Ru4,0.206,0.265,0.157,0.43,0.283,0.561,0.35
Li2O8Ru3,0.08,0.216,0.858,0.503,0.61,0.592,0.883
Li3O2Ru1,0.437,0.366,0.001,0.325,0.216,0.527,0.971
Li3O3Ru1,0.156,0.12,0.229,0.255,0.436,0.458,0.874
Li3O8Ru5,0.32,0.364,0.09,0.489,0.557,0.073,0.556
Li4O3Ru1,0.286,0.222,0.005,0.329,0.299,0.558,0.946
Li4O3Ru2,0.491,0.397,0.001,0.245,0.191,0.58,0.819
Li4O4Ru1,0.089,0.027,0.923,0.256,0.367,0.51,0.951
Li4O7Ru2,0.037,0.042,0.96,0.204,0.465,0.674,0.588
Li5O3Ru1,0.41,0.269,0.002,0.416,0.204,0.331,0.989
Li5O7Ru2,0.045,0.068,0.977,0.194,0.423,0.686,0.744
Li5O8Ru3,0.069,0.083,0.28,0.271,0.632,0.667,0.894
Li7O4Ru1,0.334,0.212,0.003,0.468,0.194,0.547,0.973
Li8O7Ru3,0.369,0.288,0.019,0.292,0.212,0.775,0.973
Li1O3Ti1,0.121,0.18,0.068,0.435,0.194,0.322,0.096
Li1O5Ti2,0.123,0.219,0.09,0.58,0.166,0.463,0.382
Li1O5Ti3,0.088,0.434,0.418,0.568,0.16,0.143,0.515
Li1O7Ti3,0.104,0.223,0.582,0.654,0.186,0.209,0.834
Li1O8Ti5,0.163,0.517,0.369,0.651,0.269,0.043,0.418
Li2O2Ti1,0.133,0.559,0.002,0.252,0.161,0.36,0.967
Li2O3Ti2,0.142,0.656,0.002,0.299,0.061,0.522,0.476
Li2O4Ti1,0.227,0.197,0.04,0.348,0.174,0.064,0.246
Li2O4Ti3,0.218,0.807,0.006,0.383,0.155,0.272,0.589
Li2O5Ti1,0.366,0.332,0.039,0.473,0.08,0.131,0.402
Li2O5Ti4,0.16,0.8,0.003,0.433,0.061,0.004,0.36
Li2O6Ti1,0.31,0.317,0.039,0.564,0.135,0.252,0.661
Li2O7Ti4,0.086,0.41,0.547,0.474,0.196,0.056,0.593
Li2O8Ti3,0.133,0.116,0.076,0.515,0.145,0.167,0.517
Li2O8Ti7,0.229,0.88,0.003,0.555,0.052,0.0,0.394
Li3O3Ti1,0.062,0.234,0.53,0.3,0.151,0.217,0.703
Li3O5Ti1,0.253,0.229,0.037,0.326,0.271,0.331,0.468
Li3O7Ti2,0.231,0.226,0.044,0.379,0.174,0.161,0.193
Li4O3Ti1,0.174,0.362,0.002,0.338,0.184,0.327,0.942
Li4O5Ti2,0.113,0.311,0.827,0.26,0.084,0.135,0.733
Li4O6Ti1,0.256,0.245,0.037,0.335,0.35,0.316,0.865
Li5O4Ti1,0.085,0.169,0.481,0.355,0.117,0.19,0.994
Li5O7Ti3,0.066,0.316,0.854,0.261,0.141,0.141,0.764
Li6O4Ti1,0.143,0.266,0.001,0.385,0.083,0.409,0.942
Li6O5Ti1,0.059,0.02,0.684,0.368,0.236,0.66,0.975
Li6O5Ti2,0.246,0.493,0.002,0.303,0.052,0.088,0.975
Li7O5Ti1,0.098,0.112,0.216,0.389,0.123,0.27,0.969
In1Na2O2,0.059,0.163,0.059,0.824,0.71,0.852,1.0
In1Na2O3,0.059,0.063,0.046,0.773,0.812,0.964,1.0
In1Na3O1,0.06,0.43,0.0,0.749,0.71,0.845,1.0
In1Na3O3,0.024,0.022,0.9,0.858,0.575,0.614,1.0
In1Na4O1,0.071,0.432,0.0,0.708,0.634,0.374,1.0
In1Na4O3,0.051,0.094,0.092,0.851,0.691,0.678,1.0
In1Na4O5,0.149,0.153,0.118,0.86,0.815,0.87,1.0
In1Na5O2,0.111,0.274,0.002,0.762,0.42,0.488,1.0
In1Na5O3,0.047,0.142,0.001,0.82,0.651,0.715,1.0
In1Na6O4,0.05,0.075,0.027,0.831,0.735,0.554,1.0
In1Na7O3,0.073,0.246,0.001,0.765,0.355,0.536,1.0
In1Na7O5,0.096,0.056,0.838,0.838,0.401,0.601,1.0
In2Na4O1,0.093,0.551,0.006,0.75,0.709,0.731,1.0
In2Na4O5,0.057,0.038,0.917,0.796,0.839,0.709,1.0
In2Na5O7,0.198,0.158,0.127,0.811,0.632,0.695,1.0
In2Na8O5,0.1,0.187,0.001,0.83,0.33,0.452,1.0
In3Na1O5,0.123,0.038,0.751,0.649,0.747,0.953,1.0
In3Na2O4,0.256,0.289,0.005,0.556,0.466,0.538,0.999
In3Na4O5,0.134,0.233,0.017,0.707,0.501,0.66,0.999
In3Na5O7,0.041,0.031,0.753,0.747,0.818,0.968,1.0
In3Na7O2,0.075,0.497,0.001,0.743,0.788,0.704,1.0
In3Na8O7,0.078,0.149,0.06,0.854,0.528,0.614,1.0
In4Na2O7,0.143,0.042,0.745,0.619,0.758,0.552,0.999
In5Na1O8,0.054,0.012,0.691,0.681,0.539,0.833,1.0
Li1O2U1,0.173,0.696,0.286,0.071,0.831,0.135,0.616
Li1O4U1,0.103,0.193,0.239,0.759,0.897,0.555,0.959
Li1O5U2,0.119,0.315,0.383,0.41,0.889,0.64,0.964
Li1O5U3,0.195,0.82,0.201,0.055,0.498,0.04,0.939
Li1O7U2,0.073,0.199,0.599,0.861,0.871,0.675,0.987
Li1O7U3,0.113,0.362,0.197,0.385,0.464,0.415,0.881
Li2O3U2,0.324,1.034,0.013,0.014,0.795,0.154,0.979
Li2O4U3,0.302,1.087,0.008,0.014,0.795,0.08,0.817
Li2O5U1,0.222,0.202,0.183,0.631,0.908,0.877,0.88
Li2O6U1,0.35,0.336,0.211,0.725,0.855,0.558,0.773
Li2O7U1,0.456,0.438,0.212,0.773,0.918,0.719,0.897
Li2O7U2,0.075,0.051,0.972,0.68,0.98,0.667,0.85
Li2O7U4,0.198,0.772,0.237,0.027,0.558,0.037,0.985
Li2O7U6,0.294,1.155,0.002,0.181,0.428,0.289,0.963
Li2O8U1,0.369,0.39,0.185,0.799,0.562,0.601,0.606
Li2O8U3,0.077,0.265,0.734,0.481,0.914,0.41,0.982
Li3O3U1,0.172,0.51,0.023,0.258,0.829,0.381,0.969
Li3O5U1,0.067,0.066,0.711,0.417,0.912,0.856,0.934
Li3O6U1,0.219,0.212,0.162,0.545,0.888,0.746,0.967
Li3O7U2,0.056,0.097,0.77,0.516,0.922,0.696,0.9
Li4O3U1,0.295,0.586,0.002,0.308,0.638,0.601,0.76
Li4O7U2,0.065,0.165,0.671,0.363,0.924,0.737,0.94
Li4O8U3,0.124,0.397,0.373,0.31,0.948,0.786,0.947
Li5O4U1,0.116,0.332,0.053,0.382,0.797,0.782,0.998
Li5O5U1,0.073,0.101,0.695,0.402,0.697,0.764,0.961
Li5O7U1,0.159,0.133,0.134,0.433,0.802,0.873,0.936
Li6O4U1,0.246,0.382,0.002,0.406,0.677,0.629,0.987
Li6O5U1,0.08,0.106,0.422,0.412,0.761,0.744,0.971
Li6O7U2,0.076,0.334,0.29,0.293,0.869,0.618,0.957
Li7O6U1,0.023,0.061,0.499,0.427,0.773,0.751,0.964
Li8O5U1,0.198,0.356,0.002,0.444,0.449,0.757,0.974
Li8O7U1,0.082,0.043,0.463,0.437,0.669,0.791,0.992
O1Sc2Te3,0.041,0.459,0.006,0.62,0.566,0.902,0.999
O1Sc3Te2,0.071,0.781,0.006,0.873,0.726,0.91,0.998
O1Sc7Te2,0.083,1.392,0.163,0.754,0.654,1.0,0.83
O2Sc4Te1,0.071,1.068,0.003,0.77,0.492,0.989,0.991
O2Sc4Te5,0.056,0.493,0.006,0.726,0.712,0.928,0.999
O2Sc5Te6,0.05,0.51,0.06,0.816,0.745,0.946,0.999
O2Sc6Te1,0.092,1.412,0.077,0.593,0.455,1.0,0.948
O2Sc8Te3,0.101,1.151,0.022,0.822,0.583,1.0,0.98
O3Sc4Te3,0.137,0.489,0.07,0.811,0.362,0.635,0.999
O3Sc7Te2,0.094,1.105,0.008,0.789,0.541,0.994,0.988
O4Sc1Te1,0.102,0.069,0.765,0.866,0.207,0.696,1.0
O4Sc3Te2,0.115,0.288,0.004,0.372,0.399,0.631,0.998
O4Sc5Te1,0.073,0.821,0.002,0.713,0.431,0.974,0.996
O4Sc5Te3,0.047,0.489,0.002,0.822,0.579,0.845,0.999
O5Sc1Te3,0.148,0.155,0.06,0.874,0.558,0.767,1.0
O5Sc1Te4,0.118,0.181,0.007,0.825,0.443,0.945,1.0
O5Sc4Te2,0.054,0.281,0.067,0.496,0.546,0.792,0.998
O5Sc4Te3,0.188,0.339,0.044,0.388,0.617,0.85,0.999
O5Sc6Te2,0.207,0.695,0.004,0.757,0.534,0.878,0.998
O5Sc7Te8,0.082,0.448,0.002,0.608,0.638,0.97,0.999
O5Sc8Te2,0.06,0.943,0.016,0.77,0.394,0.998,0.99
O6Sc1Te2,0.085,0.028,0.439,0.923,0.804,0.725,1.0
O6Sc1Te3,0.137,0.11,0.152,0.908,0.853,0.817,1.0
O6Sc6Te1,0.125,0.648,0.003,0.638,0.557,1.0,0.997
O6Sc7Te1,0.109,0.827,0.002,0.669,0.238,0.977,0.988
O6Sc7Te2,0.108,0.678,0.001,0.73,0.348,0.817,0.997
O7Sc1Te2,0.108,0.109,0.794,0.924,0.251,0.607,1.0
O7Sc2Te5,0.2,0.212,0.015,0.796,0.824,0.905,1.0
O7Sc6Te2,0.178,0.382,0.079,0.606,0.635,0.89,0.999
O7Sc8Te6,0.164,0.455,0.003,0.721,0.611,0.965,0.999
O8Sc2Te5,0.181,0.184,0.017,0.84,0.508,0.884,1.0
Mn1Na5O2,0.095,0.375,0.001,0.716,0.113,0.427,0.999
Mn1Na5O3,0.033,0.209,0.001,0.848,0.201,0.627,1.0
Mn1Na6O5,0.039,0.089,0.814,0.871,0.258,0.754,1.0
Mn1Na6O6,0.064,0.125,0.358,0.892,0.227,0.513,0.999
Mn1Na7O7,0.084,0.169,0.335,0.889,0.268,0.755,0.999
Mn1Na8O6,0.055,0.097,0.56,0.846,0.158,0.607,1.0
Mn1Na8O7,0.083,0.174,0.301,0.868,0.393,0.648,1.0
Mn2Na2O5,0.1,0.02,0.943,0.586,0.168,0.532,0.961
Mn2Na3O5,0.1,0.077,0.934,0.813,0.15,0.312,0.986
Mn2Na3O7,0.088,-0.014,0.206,0.706,0.599,0.706,0.996
Mn2Na4O1,0.415,0.696,0.001,0.106,0.42,0.172,0.986
Mn2Na5O3,0.134,0.305,0.0,0.87,0.122,0.195,0.994
Mn2Na5O7,0.073,0.056,0.308,0.889,0.284,0.699,0.997
Mn2Na8O3,0.223,0.467,0.001,0.656,0.2,0.217,0.998
Mn3Na1O2,0.419,0.643,0.005,0.276,0.353,0.01,0.935
Mn3Na2O4,0.076,0.11,0.481,0.658,0.127,0.104,0.885
Mn3Na2O5,0.194,0.02,0.915,0.602,0.115,0.149,0.92
Mn3Na2O8,0.185,0.05,0.207,0.52,0.176,0.473,0.907
Mn3Na4O5,0.088,0.116,0.254,0.904,0.06,0.046,0.979
Mn3Na4O7,0.173,0.091,0.935,0.786,0.139,0.418,0.981
Mn3Na7O8,0.086,0.056,0.789,0.904,0.115,0.353,0.995
Mn3Na8O7,0.061,0.116,0.338,0.914,0.182,0.226,0.998
Mn4Na1O5,0.084,0.128,0.046,0.488,0.122,0.28,0.891
Mn4Na2O5,0.026,0.103,0.484,0.477,0.193,0.109,0.853
Mn4Na3O7,0.088,0.083,0.936,0.638,0.147,0.085,0.97
Mn5Na1O3,0.543,0.69,0.003,0.414,0.441,0.213,0.904
Mn5Na1O8,0.057,0.043,0.532,0.653,0.152,0.211,0.912
Mn5Na2O6,0.065,0.108,0.059,0.411,0.127,0.098,0.861
Mn5Na3O4,0.374,0.58,0.001,0.381,0.144,0.081,0.876
Mn5Na6O8,0.08,0.115,0.186,0.891,0.111,0.068,0.977
Mn5Na7O2,0.528,0.79,0.0,0.056,0.344,0.099,0.974
Mn7Na1O4,0.577,0.735,0.003,0.512,0.266,0.59,0.846
Mn7Na5O6,0.363,0.568,0.0,0.534,0.226,0.043,0.897
Gd1O2Sc1,0.094,0.752,0.003,0.054,0.461,0.99,0.998
Gd1O3Sc3,0.053,1.072,0.001,0.1,0.142,0.716,0.984
Gd1O4Sc3,0.089,0.746,0.001,0.147,0.249,0.925,0.995
Gd1O4Sc4,0.057,1.029,0.001,0.157,0.272,0.906,0.991
Gd1O5Sc3,0.151,0.43,0.012,0.501,0.456,0.751,0.999
Gd1O6Sc3,0.085,0.028,0.945,0.755,0.311,0.644,0.999
Gd1O7Sc4,0.05,0.13,0.012,0.697,0.255,0.745,0.997
Gd2O4Sc1,0.082,0.276,0.016,0.415,0.246,0.407,0.998
Gd2O5Sc3,0.108,0.756,0.001,0.07,0.3,0.885,0.996
Gd2O5Sc4,0.086,0.972,0.001,0.067,0.106,0.699,0.984
Gd2O6Sc3,0.12,0.457,0.012,0.306,0.144,0.855,0.999
Gd2O7Sc4,0.129,0.531,0.009,0.289,0.192,0.853,0.996
Gd2O8Sc5,0.182,0.594,0.003,0.285,0.295,0.843,0.998
Gd3O4Sc1,0.141,0.798,0.003,0.103,0.493,0.65,0.998
Gd3O4Sc2,0.074,1.014,0.009,0.124,0.083,0.878,0.983
Gd3O5Sc1,0.141,0.441,0.01,0.21,0.296,0.75,0.998
Gd3O6Sc2,0.136,0.508,0.005,0.193,0.607,0.856,0.999
Gd3O7Sc2,0.063,0.164,0.024,0.589,0.264,0.65,0.999
Gd4O7Sc2,0.153,0.548,0.005,0.131,0.046,0.744,0.996
Gd5O6Sc1,0.135,0.809,0.004,0.185,0.475,0.988,0.998
Na1Np1O2,0.059,0.473,0.004,0.292,0.796,0.497,0.969
Na1Np2O5,0.07,0.144,0.236,0.549,0.382,0.499,0.991
Na1Np3O5,0.136,0.663,0.057,0.049,0.766,0.448,0.992
Na1Np3O7,0.044,0.185,0.111,0.444,0.503,0.109,0.995
Na2Np1O2,0.119,0.584,0.001,0.629,0.759,0.483,0.998
Na2Np2O3,0.488,1.08,0.001,0.054,0.376,0.451,0.933
Na2Np2O5,0.026,0.141,0.016,0.609,0.704,0.449,0.992
Na2Np3O7,0.057,0.187,0.037,0.375,0.78,0.441,0.994
Na2Np3O8,0.017,0.103,0.313,0.655,0.6,0.354,0.997
Na2Np4O7,0.149,0.637,0.057,0.036,0.819,0.422,0.985
Na4Np1O3,0.232,0.561,0.0,0.822,0.625,0.531,0.999
Na4Np1O4,0.056,0.106,0.08,0.874,0.753,0.722,1.0
Na4Np2O7,0.043,0.161,0.098,0.844,0.757,0.619,0.999
Na4Np3O8,0.015,0.129,0.015,0.763,0.707,0.579,0.995
Na5Np1O7,0.122,0.007,0.134,0.882,0.732,0.696,1.0
Na5Np3O7,0.072,0.482,0.004,0.804,0.799,0.536,0.997
Na6Np1O4,0.219,0.424,0.0,0.8,0.326,0.388,1.0
Na6Np1O5,0.103,0.138,0.171,0.846,0.524,0.508,1.0
Na6Np1O6,0.037,0.131,0.263,0.87,0.728,0.588,1.0
Na6Np1O8,0.158,0.058,0.149,0.883,0.664,0.837,1.0
Na6Np2O7,0.014,0.104,0.057,0.882,0.766,0.785,0.999
Na7Np1O5,0.197,0.312,0.032,0.814,0.576,0.429,1.0
Na7Np3O8,0.152,0.464,0.016,0.873,0.538,0.504,0.996
Na8Np1O6,0.18,0.169,0.172,0.821,0.125,0.351,1.0
Na1O1Os1,0.398,0.433,0.001,0.013,0.642,0.669,0.988
Na1O2Os3,0.973,0.81,0.0,0.006,0.353,0.612,0.831
Na1O6Os5,0.531,0.639,0.001,0.006,0.502,0.555,0.963
Na1O7Os3,0.116,0.357,0.443,0.597,0.922,0.553,0.986
Na2O3Os1,0.096,0.181,0.952,0.893,0.802,0.962,1.0
Na2O3Os4,0.629,0.658,0.0,0.007,0.478,0.477,0.99
Na2O7Os6,0.547,0.627,0.001,0.012,0.531,0.573,0.961
Na3O4Os1,0.024,0.136,0.588,0.926,0.924,0.993,1.0
Na3O7Os2,0.059,0.157,0.836,0.845,0.928,0.856,0.999
Na4O4Os1,0.085,0.17,0.46,0.928,0.906,0.981,1.0
Na4O5Os2,0.333,0.37,0.009,0.9,0.899,0.911,0.999
Na4O5Os3,0.458,0.458,0.002,0.588,0.64,0.718,0.992
Na4O5Os6,0.768,0.688,0.0,0.007,0.288,0.338,0.959
Na4O6Os1,0.0,0.045,0.695,0.92,0.885,0.889,1.0
Na5O5Os1,0.013,0.124,0.388,0.919,0.918,0.997,1.0
Na5O7Os1,0.039,0.108,0.077,0.92,0.856,0.929,0.999
Na5O7Os2,0.118,0.239,0.631,0.918,0.898,0.94,1.0
Na5O7Os3,0.278,0.333,0.004,0.853,0.758,0.888,0.998
Na6O4Os1,0.227,0.354,0.0,0.876,0.81,0.741,1.0
Na6O5Os1,0.104,0.201,0.476,0.897,0.863,0.877,1.0
Na6O6Os1,0.073,0.128,0.425,0.912,0.881,0.898,1.0
Na6O7Os2,0.125,0.177,0.853,0.931,0.909,0.974,1.0
Na6O8Os1,0.122,0.148,0.037,0.918,0.824,0.793,1.0
Na7O6Os1,0.02,0.165,0.406,0.89,0.878,0.857,1.0
Na7O7Os1,0.073,0.119,0.548,0.906,0.819,0.914,1.0
Na7O8Os3,0.327,0.338,0.01,0.921,0.797,0.866,0.999
Na8O6Os1,0.085,0.188,0.131,0.866,0.648,0.717,1.0
Na8O7Os2,0.262,0.345,0.005,0.925,0.833,0.793,1.0
Na8O8Os1,0.112,0.183,0.816,0.9,0.781,0.831,1.0
Na1O1Pd1,0.081,0.077,0.007,0.7,0.756,0.689,1.0
Na1O4Pd7,0.177,0.226,0.005,0.835,0.742,0.932,0.998
Na1O5Pd4,0.184,0.104,0.163,0.86,0.438,0.645,0.999
Na1O6Pd5,0.199,0.122,0.04,0.862,0.606,0.708,0.998
Na1O7Pd6,0.153,0.109,0.032,0.864,0.704,0.89,0.998
Na1O8Pd7,0.033,0.046,0.018,0.865,0.751,0.942,0.994
Na2O2Pd1,0.0,-0.118,0.158,0.889,0.833,0.746,1.0
Na2O3Pd2,0.08,0.052,0.683,0.859,0.77,0.888,1.0
Na2O3Pd4,0.23,0.231,0.002,0.662,0.752,0.866,1.0
Na2O6Pd5,0.136,0.055,0.517,0.871,0.673,0.905,0.999
Na2O8Pd7,0.15,0.07,0.507,0.874,0.649,0.949,0.999
Na3O2Pd1,0.073,0.102,0.028,0.856,0.504,0.73,1.0
Na3O4Pd1,0.065,0.012,0.191,0.887,0.831,0.989,1.0
Na3O4Pd5,0.226,0.227,0.002,0.629,0.679,0.938,1.0
Na3O5Pd2,0.021,-0.003,0.235,0.857,0.688,0.835,1.0
Na4O3Pd1,0.013,0.047,0.139,0.846,0.712,0.682,1.0
Na4O3Pd2,0.06,0.074,0.016,0.868,0.756,0.869,1.0
Na4O5Pd2,0.07,0.043,0.074,0.884,0.556,0.72,1.0
Na4O5Pd3,0.08,0.056,0.434,0.882,0.768,0.838,1.0
Na4O5Pd6,0.232,0.223,0.002,0.62,0.662,0.826,1.0
Na5O4Pd1,0.0,0.037,0.039,0.84,0.743,0.446,1.0
Na5O4Pd3,0.097,0.133,0.007,0.854,0.7,0.881,1.0
Na5O6Pd7,0.285,0.266,0.002,0.619,0.747,0.907,1.0
Na5O7Pd2,0.0,-0.027,0.272,0.883,0.76,0.98,1.0
Na5O7Pd3,0.049,0.044,0.211,0.875,0.635,0.788,1.0
Na6O5Pd2,0.021,0.049,0.154,0.867,0.767,0.581,1.0
Na7O5Pd1,0.063,0.072,0.127,0.823,0.525,0.687,1.0
Na7O5Pd3,0.204,0.165,0.023,0.868,0.516,0.684,1.0
Na7O6Pd5,0.13,0.162,0.004,0.821,0.795,0.959,1.0
Na7O8Pd3,0.079,0.069,0.059,0.884,0.728,0.777,1.0
